bodyId_pre,bodyId_post,instance_pre,instance_post,type_pre,type_post,weight
1593012939,1776865370,LC17,LC17,LC17,LC17,2
1593012939,1783690466,LC17,LC17,LC17,LC17,3
1593012939,1808241116,LC17,LC17,LC17,LC17,2
1593012939,1814060070,LC17,LC17,LC17,LC17,5
1593012939,1814729788,LC17,LC17,LC17,LC17,2
1593012939,1817107934,LC17,LC17,LC17,LC17,2
1593012939,1817112807,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1593012939,1817444555,LC17,LC17,LC17,LC17,3
1593012939,1817448659,LC17,LC17,LC17,LC17,2
1593012939,1817448921,LC17,LC17,LC17,LC17,2
1593012939,1817448971,LC17,LC17,LC17,LC17,2
1593012939,1817449116,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1593012939,1817449229,LC17,LC17,LC17,LC17,2
1593012939,1817449236,LC17,LC17,LC17,LC17,2
1593012939,1817453065,LC17,LC17,LC17,LC17,4
1593012939,1817453557,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1593012939,1817458052,LC17,LC17,LC17,LC17,2
1593012939,1817463007,LC17,LC17,LC17,LC17,2
1593012939,1817790409,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1593012939,1845772658,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1593012939,1848143184,LC17,LC17,LC17,LC17,2
1593012939,1848151236,LC17,LC17,LC17,LC17,2
1593012939,1848151618,LC17,NA,LC17,NA,2
1593012939,1848156241,LC17,LC17,LC17,LC17,3
1593012939,1848492258,LC17,LC17,LC17,LC17,3
1593012939,1848837843,LC17,LC17,LC17,LC17,3
1593012939,1876820783,LC17,LC17,LC17,LC17,2
1593012939,1879877415,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1593012939,1880887003,LC17,LC17,LC17,LC17,2
1593012939,1941614500,LC17,NA,LC17,NA,3
1593012939,2035405481,LC17,NA,LC17,NA,2
1593012939,2065413223,LC17,NA,LC17,NA,2
1593012939,2066773102,LC17,NA,LC17,NA,3
1593012939,2096797919,LC17,NA,LC17,NA,2
1593012939,2245501457,LC17,LC17,LC17,LC17,2
1593012939,5812998833,LC17,LC17,LC17,LC17,2
1593012939,5813017315,LC17,AVLP479_R,LC17,AVLP479,5
1593012939,5813039148,LC17,PVLP011_R,LC17,PVLP011,42
1593012939,5813039410,LC17,LC17,LC17,LC17,2
1593012939,5813057579,LC17,AVLP538_R,LC17,AVLP538,13
1593012939,5813068239,LC17,LC17,LC17,LC17,2
1593012939,5813077633,LC17,AVLP479_R,LC17,AVLP479,4
1593012939,5813080260,LC17,AVLP153_R,LC17,AVLP153,2
1621008677,447228814,LC17,PVLP106_R,LC17,PVLP106,57
1621008677,912601209,LC17,PLP244(SCB010)_L,LC17,PLP244,2
1621008677,1068885266,LC17,PVLP151(SCB004)_R,LC17,PVLP151,6
1621008677,1070950293,LC17,PVLP151(SCB004)_R,LC17,PVLP151,4
1621008677,1158877703,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1621008677,1158877783,LC17,LC17,LC17,LC17,2
1621008677,1189567690,LC17,LC17,LC17,LC17,2
1621008677,1313702895,LC17,LC17,LC17,LC17,3
1621008677,1321305370,LC17,PVLP061_R,LC17,PVLP061,92
1621008677,1347126097,LC17,LC17,LC17,LC17,4
1621008677,1354394414,LC17,PVLP120_R,LC17,PVLP120,14
1621008677,1374063129,LC17,PVLP132_R,LC17,PVLP132,14
1621008677,1375769049,LC17,LC17,LC17,LC17,2
1621008677,1381997776,LC17,PVLP071_R,LC17,PVLP071,14
1621008677,1382308349,LC17,PVLP071_R,LC17,PVLP071,9
1621008677,1435791739,LC17,PVLP132_R,LC17,PVLP132,16
1621008677,1435822283,LC17,LC17,LC17,LC17,2
1621008677,1449486007,LC17,AVLP537_R,LC17,AVLP537,2
1621008677,1466844031,LC17,LC17,LC17,LC17,2
1621008677,1472965897,LC17,LC17,LC17,LC17,2
1621008677,1473332777,LC17,LC17(lVLPT7)_R,LC17,LC17,3
1621008677,1475188631,LC17,AVLP541_R,LC17,AVLP541,2
1621008677,1477148598,LC17,PVLP075_R,LC17,PVLP075,2
1621008677,1479147574,LC17,PVLP072_R,LC17,PVLP072,16
1621008677,1479492693,LC17,PVLP072_R,LC17,PVLP072,3
1621008677,1504428248,LC17,PVLP075_R,LC17,PVLP075,3
1621008677,1508123633,LC17,PVLP018_R,LC17,PVLP018,8
1621008677,1512232956,LC17,AVLP135_R,LC17,AVLP135,2
1621008677,1528577476,LC17,LC17,LC17,LC17,3
1621008677,1534694621,LC17,LC17,LC17,LC17,2
1621008677,1535082316,LC17,PVLP135_R,LC17,PVLP135,32
1621008677,1535086505,LC17,PVLP135_R,LC17,PVLP135,25
1621008677,1565729476,LC17,LC17,LC17,LC17,3
1621008677,1603645798,LC17,PVLP072_R,LC17,PVLP072,4
1621008677,1603957106,LC17,AVLP409_R,LC17,AVLP409,4
1621008677,1628528573,LC17,LC17,LC17,LC17,3
1621008677,1629163100,LC17,LC17(lVLPT7)_R,LC17,LC17,3
1621008677,1630342162,LC17,PVLP036_R,LC17,PVLP036,3
1621008677,1663639752,LC17,NA,LC17,NA,5
1621008677,1687831632,LC17,LC17,LC17,LC17,4
1621008677,1689239035,LC17,LC17,LC17,LC17,3
1621008677,1690694192,LC17,PVLP036_R,LC17,PVLP036,11
1621008677,1690698128,LC17,PVLP036_R,LC17,PVLP036,5
1621008677,1695693354,LC17,PVLP072_R,LC17,PVLP072,7
1621008677,1714808591,LC17,NA,LC17,NA,2
1621008677,1720105182,LC17,NA,LC17,NA,2
1621008677,1748187330,LC17,LC17,LC17,LC17,2
1621008677,1751262627,LC17,LC17,LC17,LC17,2
1621008677,1751666374,LC17,LC17,LC17,LC17,3
1621008677,1752962124,LC17,LC17,LC17,LC17,3
1621008677,1781333405,LC17,LC17,LC17,LC17,4
1621008677,1783690466,LC17,LC17,LC17,LC17,2
1621008677,1807572051,LC17,LC17,LC17,LC17,3
1621008677,1812363713,LC17,LC17,LC17,LC17,2
1621008677,1817108009,LC17,LC17,LC17,LC17,2
1621008677,1817112807,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1621008677,1817444670,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1621008677,1817448659,LC17,LC17,LC17,LC17,3
1621008677,1817448921,LC17,LC17,LC17,LC17,2
1621008677,1817448971,LC17,LC17,LC17,LC17,2
1621008677,1817449229,LC17,LC17,LC17,LC17,2
1621008677,1817452948,LC17,LC17,LC17,LC17,2
1621008677,1817453557,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1621008677,1817457847,LC17,LC17,LC17,LC17,3
1621008677,1817457987,LC17,LC17,LC17,LC17,4
1621008677,1817786077,LC17,LC17,LC17,LC17,2
1621008677,1817790222,LC17,LC17,LC17,LC17,3
1621008677,1817790281,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1621008677,1817790409,LC17,LC17(lVLPT7)_R,LC17,LC17,4
1621008677,1817794820,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1621008677,1818473569,LC17,LC17,LC17,LC17,3
1621008677,1844421716,LC17,LC17,LC17,LC17,2
1621008677,1845772658,LC17,LC17(lVLPT7)_R,LC17,LC17,4
1621008677,1847810811,LC17,LC17(lVLPT7)_R,LC17,LC17,3
1621008677,1848156241,LC17,LC17,LC17,LC17,4
1621008677,1848483949,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1621008677,1848492714,LC17,LC17,LC17,LC17,2
1621008677,1848496662,LC17,LC17,LC17,LC17,3
1621008677,1848820426,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1621008677,1848824817,LC17,LC17,LC17,LC17,3
1621008677,1849179266,LC17,LC17,LC17,LC17,3
1621008677,1849503142,LC17,LC17,LC17,LC17,2
1621008677,1849507321,LC17,LC17,LC17,LC17,3
1621008677,1849520324,LC17,LC17,LC17,LC17,5
1621008677,1875460978,LC17,LC17,LC17,LC17,2
1621008677,1876820783,LC17,LC17,LC17,LC17,2
1621008677,1878845629,LC17,LC17,LC17,LC17,2
1621008677,1879226079,LC17,NA,LC17,NA,3
1621008677,1879519066,LC17,LC17,LC17,LC17,2
1621008677,1879877415,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1621008677,1908865507,LC17,LC17,LC17,LC17,2
1621008677,1912600163,LC17,LC17,LC17,LC17,3
1621008677,1939904964,LC17,LC17,LC17,LC17,2
1621008677,1942633283,LC17,NA,LC17,NA,2
1621008677,2035064625,LC17,NA,LC17,NA,2
1621008677,2065758388,LC17,NA,LC17,NA,2
1621008677,2066781727,LC17,NA,LC17,NA,2
1621008677,5812988086,LC17,LC17,LC17,LC17,4
1621008677,5812992468,LC17,LC17,LC17,LC17,2
1621008677,5812999009,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1621008677,5813017315,LC17,AVLP479_R,LC17,AVLP479,7
1621008677,5813034336,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1621008677,5813039148,LC17,PVLP011_R,LC17,PVLP011,64
1621008677,5813039410,LC17,LC17,LC17,LC17,2
1621008677,5813040277,LC17,PVLP115_R,LC17,PVLP115,2
1621008677,5813057178,LC17,PVLP136_R,LC17,PVLP136,2
1621008677,5813057579,LC17,AVLP538_R,LC17,AVLP538,15
1621008677,5813060163,LC17,LC17,LC17,LC17,2
1621008677,5813076492,LC17,LC17,LC17,LC17,2
1621008677,5813077633,LC17,AVLP479_R,LC17,AVLP479,11
1622360309,447228814,LC17,PVLP106_R,LC17,PVLP106,29
1622360309,1068885266,LC17,PVLP151(SCB004)_R,LC17,PVLP151,3
1622360309,1189567690,LC17,LC17,LC17,LC17,3
1622360309,1190250299,LC17,LC17,LC17,LC17,2
1622360309,1219592090,LC17,LC17(lVLPT7)_R,LC17,LC17,5
1622360309,1250277991,LC17,LC17,LC17,LC17,3
1622360309,1321305370,LC17,PVLP061_R,LC17,PVLP061,59
1622360309,1348153557,LC17,LC17,LC17,LC17,3
1622360309,1354394414,LC17,PVLP120_R,LC17,PVLP120,13
1622360309,1374063129,LC17,PVLP132_R,LC17,PVLP132,14
1622360309,1381997776,LC17,PVLP071_R,LC17,PVLP071,7
1622360309,1382308349,LC17,PVLP071_R,LC17,PVLP071,9
1622360309,1405788552,LC17,LC17,LC17,LC17,2
1622360309,1435791739,LC17,PVLP132_R,LC17,PVLP132,8
1622360309,1449486007,LC17,AVLP537_R,LC17,AVLP537,6
1622360309,1467859487,LC17,LC17,LC17,LC17,2
1622360309,1472965897,LC17,LC17,LC17,LC17,2
1622360309,1479147574,LC17,PVLP072_R,LC17,PVLP072,7
1622360309,1479492693,LC17,PVLP072_R,LC17,PVLP072,2
1622360309,1508123633,LC17,PVLP018_R,LC17,PVLP018,11
1622360309,1534694621,LC17,LC17,LC17,LC17,2
1622360309,1535082316,LC17,PVLP135_R,LC17,PVLP135,12
1622360309,1535086505,LC17,PVLP135_R,LC17,PVLP135,20
1622360309,1561301125,LC17,LC17,LC17,LC17,2
1622360309,1599285725,LC17,(PVL05)_L?,LC17,NA,3
1622360309,1603645798,LC17,PVLP072_R,LC17,PVLP072,10
1622360309,1630342162,LC17,PVLP036_R,LC17,PVLP036,6
1622360309,1654413566,LC17,LC17,LC17,LC17,3
1622360309,1655474822,LC17,LC17,LC17,LC17,2
1622360309,1663639752,LC17,NA,LC17,NA,2
1622360309,1690694192,LC17,PVLP036_R,LC17,PVLP036,8
1622360309,1690698128,LC17,PVLP036_R,LC17,PVLP036,3
1622360309,1695693354,LC17,PVLP072_R,LC17,PVLP072,4
1622360309,1720105182,LC17,NA,LC17,NA,3
1622360309,1722307233,LC17,LC17(lVLPT7)_R,LC17,LC17,5
1622360309,1724345210,LC17,NA,LC17,NA,4
1622360309,1751666374,LC17,LC17,LC17,LC17,5
1622360309,1783361972,LC17,LC17,LC17,LC17,2
1622360309,1807572051,LC17,LC17,LC17,LC17,2
1622360309,1814055949,LC17,LC17,LC17,LC17,2
1622360309,1817444555,LC17,LC17,LC17,LC17,2
1622360309,1817453065,LC17,LC17,LC17,LC17,5
1622360309,1817453557,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1622360309,1817457847,LC17,LC17,LC17,LC17,2
1622360309,1817457984,LC17,LC17,LC17,LC17,2
1622360309,1817463007,LC17,LC17,LC17,LC17,4
1622360309,1817785661,LC17,LC17,LC17,LC17,2
1622360309,1817790281,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1622360309,1817794820,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1622360309,1817799390,LC17,LC17,LC17,LC17,2
1622360309,1847810811,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1622360309,1848488366,LC17,NA,LC17,NA,3
1622360309,1848506334,LC17,NA,LC17,NA,2
1622360309,1848828925,LC17,LC17(lVLPT7)_R,LC17,LC17,4
1622360309,1848837843,LC17,LC17,LC17,LC17,6
1622360309,1849161220,LC17,LC17,LC17,LC17,4
1622360309,1849503142,LC17,LC17,LC17,LC17,2
1622360309,1939904964,LC17,LC17,LC17,LC17,4
1622360309,1941273864,LC17,NA,LC17,NA,2
1622360309,1941610247,LC17,NA,LC17,NA,2
1622360309,1974004779,LC17,NA,LC17,NA,2
1622360309,2004681343,LC17,NA,LC17,NA,2
1622360309,5812991769,LC17,LC17,LC17,LC17,2
1622360309,5812992219,LC17,LC17,LC17,LC17,2
1622360309,5812992468,LC17,LC17,LC17,LC17,3
1622360309,5812998833,LC17,LC17,LC17,LC17,2
1622360309,5813017315,LC17,AVLP479_R,LC17,AVLP479,6
1622360309,5813039148,LC17,PVLP011_R,LC17,PVLP011,45
1622360309,5813057178,LC17,PVLP136_R,LC17,PVLP136,3
1622360309,5813057579,LC17,AVLP538_R,LC17,AVLP538,10
1622360309,5813060163,LC17,LC17,LC17,LC17,2
1622360309,5813077633,LC17,AVLP479_R,LC17,AVLP479,10
1625800608,447228814,LC17,PVLP106_R,LC17,PVLP106,35
1625800608,1068885266,LC17,PVLP151(SCB004)_R,LC17,PVLP151,6
1625800608,1189567690,LC17,LC17,LC17,LC17,5
1625800608,1190250299,LC17,LC17,LC17,LC17,2
1625800608,1321305370,LC17,PVLP061_R,LC17,PVLP061,95
1625800608,1347126097,LC17,LC17,LC17,LC17,2
1625800608,1347812305,LC17,LC17(lVLPT7)_R,LC17,LC17,3
1625800608,1354394414,LC17,PVLP120_R,LC17,PVLP120,8
1625800608,1374063129,LC17,PVLP132_R,LC17,PVLP132,13
1625800608,1381997776,LC17,PVLP071_R,LC17,PVLP071,14
1625800608,1382308349,LC17,PVLP071_R,LC17,PVLP071,14
1625800608,1435791739,LC17,PVLP132_R,LC17,PVLP132,15
1625800608,1449486007,LC17,AVLP537_R,LC17,AVLP537,16
1625800608,1467859487,LC17,LC17,LC17,LC17,2
1625800608,1472965897,LC17,LC17,LC17,LC17,5
1625800608,1475188631,LC17,AVLP541_R,LC17,AVLP541,3
1625800608,1479147574,LC17,PVLP072_R,LC17,PVLP072,14
1625800608,1479492693,LC17,PVLP072_R,LC17,PVLP072,11
1625800608,1497200791,LC17,LC17,LC17,LC17,2
1625800608,1508123633,LC17,PVLP018_R,LC17,PVLP018,2
1625800608,1512232956,LC17,AVLP135_R,LC17,AVLP135,2
1625800608,1535082316,LC17,PVLP135_R,LC17,PVLP135,18
1625800608,1535086505,LC17,PVLP135_R,LC17,PVLP135,20
1625800608,1589972966,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1625800608,1593012939,LC17,LC17,LC17,LC17,4
1625800608,1603645798,LC17,PVLP072_R,LC17,PVLP072,2
1625800608,1654413566,LC17,LC17,LC17,LC17,4
1625800608,1655474822,LC17,LC17,LC17,LC17,2
1625800608,1656834653,LC17,LC17,LC17,LC17,2
1625800608,1659515529,LC17,LC17,LC17,LC17,3
1625800608,1690694192,LC17,PVLP036_R,LC17,PVLP036,15
1625800608,1690698128,LC17,PVLP036_R,LC17,PVLP036,8
1625800608,1690917721,LC17,LC17,LC17,LC17,3
1625800608,1695693354,LC17,PVLP072_R,LC17,PVLP072,4
1625800608,1714791446,LC17,LC17,LC17,LC17,2
1625800608,1720105182,LC17,NA,LC17,NA,2
1625800608,1720454234,LC17,NA,LC17,NA,2
1625800608,1747518018,LC17,LC17,LC17,LC17,5
1625800608,1748187330,LC17,LC17,LC17,LC17,5
1625800608,1750251452,LC17,LC17,LC17,LC17,3
1625800608,1751262627,LC17,LC17,LC17,LC17,2
1625800608,1783361972,LC17,LC17,LC17,LC17,2
1625800608,1783690466,LC17,LC17,LC17,LC17,2
1625800608,1812363713,LC17,LC17,LC17,LC17,3
1625800608,1814055949,LC17,LC17,LC17,LC17,3
1625800608,1817107934,LC17,LC17,LC17,LC17,2
1625800608,1817112855,LC17,LC17,LC17,LC17,4
1625800608,1817449375,LC17,LC17,LC17,LC17,3
1625800608,1817453257,LC17,LC17,LC17,LC17,5
1625800608,1817457847,LC17,LC17,LC17,LC17,4
1625800608,1817457984,LC17,LC17,LC17,LC17,3
1625800608,1817785661,LC17,LC17,LC17,LC17,2
1625800608,1817785682,LC17,LC17,LC17,LC17,2
1625800608,1817790222,LC17,LC17,LC17,LC17,2
1625800608,1817794820,LC17,LC17(lVLPT7)_R,LC17,LC17,4
1625800608,1818473569,LC17,LC17,LC17,LC17,2
1625800608,1845772658,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1625800608,1847806203,LC17,LC17,LC17,LC17,2
1625800608,1848156241,LC17,LC17,LC17,LC17,2
1625800608,1848496662,LC17,LC17,LC17,LC17,2
1625800608,1848506334,LC17,NA,LC17,NA,3
1625800608,1848820426,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1625800608,1848837843,LC17,LC17,LC17,LC17,3
1625800608,1849157449,LC17,NA,LC17,NA,2
1625800608,1849161220,LC17,LC17,LC17,LC17,2
1625800608,1849503093,LC17,NA,LC17,NA,2
1625800608,1849520324,LC17,LC17,LC17,LC17,4
1625800608,1879514899,LC17,NA,LC17,NA,2
1625800608,1879877415,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1625800608,1911585521,LC17,NA,LC17,NA,4
1625800608,1912600163,LC17,LC17,LC17,LC17,2
1625800608,1941264873,LC17,NA,LC17,NA,2
1625800608,2003343229,LC17,NA,LC17,NA,3
1625800608,2034378615,LC17,NA,LC17,NA,2
1625800608,2035064632,LC17,NA,LC17,NA,2
1625800608,5812992219,LC17,LC17,LC17,LC17,3
1625800608,5812998833,LC17,LC17,LC17,LC17,2
1625800608,5812999009,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1625800608,5813017315,LC17,AVLP479_R,LC17,AVLP479,12
1625800608,5813027276,LC17,AVLP080_R,LC17,AVLP080,4
1625800608,5813039148,LC17,PVLP011_R,LC17,PVLP011,48
1625800608,5813054384,LC17,PPM1203_R,LC17,PPM1203,4
1625800608,5813057178,LC17,PVLP136_R,LC17,PVLP136,2
1625800608,5813057579,LC17,AVLP538_R,LC17,AVLP538,21
1625800608,5813077633,LC17,AVLP479_R,LC17,AVLP479,10
1625800608,5813080260,LC17,AVLP153_R,LC17,AVLP153,6
1628528573,447228814,LC17,PVLP106_R,LC17,PVLP106,45
1628528573,1068885266,LC17,PVLP151(SCB004)_R,LC17,PVLP151,6
1628528573,1070950293,LC17,PVLP151(SCB004)_R,LC17,PVLP151,3
1628528573,1158877703,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1628528573,1158877783,LC17,LC17,LC17,LC17,3
1628528573,1189567690,LC17,LC17,LC17,LC17,2
1628528573,1221280490,LC17,LC17(lVLPT7)_R,LC17,LC17,3
1628528573,1221285175,LC17,LC17,LC17,LC17,2
1628528573,1321305370,LC17,PVLP061_R,LC17,PVLP061,68
1628528573,1345079276,LC17,LC17,LC17,LC17,2
1628528573,1347126097,LC17,LC17,LC17,LC17,2
1628528573,1354394414,LC17,PVLP120_R,LC17,PVLP120,16
1628528573,1374063129,LC17,PVLP132_R,LC17,PVLP132,12
1628528573,1381997776,LC17,PVLP071_R,LC17,PVLP071,14
1628528573,1382308349,LC17,PVLP071_R,LC17,PVLP071,7
1628528573,1435791739,LC17,PVLP132_R,LC17,PVLP132,15
1628528573,1435822283,LC17,LC17,LC17,LC17,2
1628528573,1449486007,LC17,AVLP537_R,LC17,AVLP537,14
1628528573,1467859487,LC17,LC17,LC17,LC17,4
1628528573,1471610338,LC17,LC17,LC17,LC17,3
1628528573,1474424990,LC17,PVLP073_R,LC17,PVLP073,2
1628528573,1479147574,LC17,PVLP072_R,LC17,PVLP072,10
1628528573,1479492693,LC17,PVLP072_R,LC17,PVLP072,3
1628528573,1508123633,LC17,PVLP018_R,LC17,PVLP018,9
1628528573,1512232956,LC17,AVLP135_R,LC17,AVLP135,3
1628528573,1535082316,LC17,PVLP135_R,LC17,PVLP135,25
1628528573,1535086505,LC17,PVLP135_R,LC17,PVLP135,17
1628528573,1539496112,LC17,PVLP073_R,LC17,PVLP073,3
1628528573,1562707421,LC17,LC17(lVLPT7)_R,LC17,LC17,4
1628528573,1589972966,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1628528573,1603645798,LC17,PVLP072_R,LC17,PVLP072,8
1628528573,1603957106,LC17,AVLP409_R,LC17,AVLP409,3
1628528573,1621008677,LC17,LC17,LC17,LC17,2
1628528573,1630342162,LC17,PVLP036_R,LC17,PVLP036,3
1628528573,1656153289,LC17,LC17,LC17,LC17,2
1628528573,1658881325,LC17,LC17,LC17,LC17,2
1628528573,1689915765,LC17,LC17,LC17,LC17,2
1628528573,1690694192,LC17,PVLP036_R,LC17,PVLP036,9
1628528573,1690698128,LC17,PVLP036_R,LC17,PVLP036,2
1628528573,1695693354,LC17,PVLP072_R,LC17,PVLP072,3
1628528573,1714791446,LC17,LC17,LC17,LC17,3
1628528573,1720105182,LC17,NA,LC17,NA,3
1628528573,1722307233,LC17,LC17(lVLPT7)_R,LC17,LC17,4
1628528573,1724345210,LC17,NA,LC17,NA,2
1628528573,1747518018,LC17,LC17,LC17,LC17,2
1628528573,1751666374,LC17,LC17,LC17,LC17,2
1628528573,1753670596,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1628528573,1776865370,LC17,LC17,LC17,LC17,4
1628528573,1781333405,LC17,LC17,LC17,LC17,2
1628528573,1807572051,LC17,LC17,LC17,LC17,2
1628528573,1813382259,LC17,LC17(lVLPT7)_R,LC17,LC17,3
1628528573,1814729788,LC17,LC17,LC17,LC17,2
1628528573,1817112807,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1628528573,1817453065,LC17,LC17,LC17,LC17,2
1628528573,1817453557,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1628528573,1817785661,LC17,LC17,LC17,LC17,2
1628528573,1817790176,LC17,LC17,LC17,LC17,2
1628528573,1817794820,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1628528573,1818136404,LC17,LC17,LC17,LC17,4
1628528573,1844421716,LC17,LC17,LC17,LC17,2
1628528573,1847810811,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1628528573,1848151571,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1628528573,1848151877,LC17,LC17,LC17,LC17,2
1628528573,1848483949,LC17,LC17(lVLPT4)_R,LC17,LC17,4
1628528573,1848492258,LC17,LC17,LC17,LC17,4
1628528573,1848496662,LC17,LC17,LC17,LC17,3
1628528573,1848820426,LC17,LC17(lVLPT7)_R,LC17,LC17,2
1628528573,1848837843,LC17,LC17,LC17,LC17,5
1628528573,1849161407,LC17,LC17,LC17,LC17,2
1628528573,1849178917,LC17,LC17,LC17,LC17,2
1628528573,1849520324,LC17,LC17,LC17,LC17,2
1628528573,1876820783,LC17,LC17,LC17,LC17,2
1628528573,1878845629,LC17,LC17,LC17,LC17,3
1628528573,1879226079,LC17,NA,LC17,NA,5
1628528573,1879877415,LC17,LC17(lVLPT4)_R,LC17,LC17,3
1628528573,1939904964,LC17,LC17,LC17,LC17,2
1628528573,1941265025,LC17,NA,LC17,NA,2
1628528573,1972299327,LC17,NA,LC17,NA,3
1628528573,1974337187,LC17,NA,LC17,NA,2
1628528573,1974678308,LC17,NA,LC17,NA,2
1628528573,2003338680,LC17,NA,LC17,NA,3
1628528573,2003338757,LC17,NA,LC17,NA,2
1628528573,2003339035,LC17,NA,LC17,NA,2
1628528573,2003684409,LC17,NA,LC17,NA,2
1628528573,2004686149,LC17,NA,LC17,NA,2
1628528573,2098153433,LC17,NA,LC17,NA,2
1628528573,5812988086,LC17,LC17,LC17,LC17,2
1628528573,5812989875,LC17,AVLP409_R,LC17,AVLP409,2
1628528573,5812992219,LC17,LC17,LC17,LC17,3
1628528573,5812993994,LC17,LC17,LC17,LC17,2
1628528573,5812999009,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1628528573,5813017315,LC17,AVLP479_R,LC17,AVLP479,9
1628528573,5813034336,LC17,LC17(lVLPT4)_R,LC17,LC17,2
1628528573,5813038918,LC17,LC17,LC17,LC17,4
1628528573,5813039148,LC17,PVLP011_R,LC17,PVLP011,53
1628528573,5813054384,LC17,PPM1203_R,LC17,PPM1203,3
1628528573,5813057178,LC17,PVLP136_R,LC17,PVLP136,2
1628528573,5813057579,LC17,AVLP538_R,LC17,AVLP538,11
1628528573,5813077633,LC17,AVLP479_R,LC17,AVLP479,6
1628528573,5813080260,LC17,AVLP153_R,LC17,AVLP153,2
1629163100,447228814,LC17(lVLPT7)_R,PVLP106_R,LC17,PVLP106,47
1629163100,1068885266,LC17(lVLPT7)_R,PVLP151(SCB004)_R,LC17,PVLP151,5
1629163100,1070950293,LC17(lVLPT7)_R,PVLP151(SCB004)_R,LC17,PVLP151,2
1629163100,1189567690,LC17(lVLPT7)_R,LC17,LC17,LC17,3
1629163100,1221280490,LC17(lVLPT7)_R,LC17(lVLPT7)_R,LC17,LC17,3
1629163100,1221285175,LC17(lVLPT7)_R,LC17,LC17,LC17,8
1629163100,1250277991,LC17(lVLPT7)_R,LC17,LC17,LC17,2
1629163100,1321305370,LC17(lVLPT7)_R,PVLP061_R,LC17,PVLP061,71
1629163100,1347126097,LC17(lVLPT7)_R,LC17,LC17,LC17,3
1629163100,1347812305,LC17(lVLPT7)_R,LC17(lVLPT7)_R,LC17,LC17,2
1629163100,1354394414,LC17(lVLPT7)_R,PVLP120_R,LC17,PVLP120,11
1629163100,1374063129,LC17(lVLPT7)_R,PVLP132_R,LC17,PVLP132,15
1629163100,1381997776,LC17(lVLPT7)_R,PVLP071_R,LC17,PVLP071,3
1629163100,1382308349,LC17(lVLPT7)_R,PVLP071_R,LC17,PVLP071,5
1629163100,1435791739,LC17(lVLPT7)_R,PVLP132_R,LC17,PVLP132,8
1629163100,1435822283,LC17(lVLPT7)_R,LC17,LC17,LC17,2
1629163100,1449486007,LC17(lVLPT7)_R,AVLP537_R,LC17,AVLP537,8
1629163100,1467859487,LC17(lVLPT7)_R,LC17,LC17,LC17,3
1629163100,1472965897,LC17(lVLPT7)_R,LC17,LC17,LC17,3
1629163100,1473648518,LC17(lVLPT7)_R,LC17,LC17,LC17,2
1629163100,1477148598,LC17(lVLPT7)_R,PVLP075_R,LC17,PVLP075,2
1629163100,1479147574,LC17(lVLPT7)_R,PVLP072_R,LC17,PVLP072,16
1629163100,1479492693,LC17(lVLPT7)_R,PVLP072_R,LC17,PVLP072,9
1629163100,1497200791,LC17(lVLPT7)_R,LC17,LC17,LC17,2
1629163100,1504428248,LC17(lVLPT7)_R,PVLP075_R,LC17,PVLP075,2
1629163100,1508123633,LC17(lVLPT7)_R,PVLP018_R,LC17,PVLP018,12
1629163100,1530606252,LC17(lVLPT7)_R,LC17(lVLPT7)_R,LC17,LC17,3
1629163100,1535082316,LC17(lVLPT7)_R,PVLP135_R,LC17,PVLP135,22
1629163100,1535086505,LC17(lVLPT7)_R,PVLP135_R,LC17,PVLP135,24
