path,bodyId,type,weight,size,source,target
2,1479492693,PVLP072,0,3,1479492693,707116522
2,517086196,AVLP442,59,3,1479492693,707116522
2,1593936440,,18,3,1479492693,707116522
2,707116522,DNa10,94,3,1479492693,707116522
3,1479492693,PVLP072,0,3,1479492693,707116522
3,517086196,AVLP442,59,3,1479492693,707116522
3,1008292492,PS111,62,3,1479492693,707116522
3,707116522,DNa10,26,3,1479492693,707116522
4,1479492693,PVLP072,0,3,1479492693,707116522
4,517086196,AVLP442,59,3,1479492693,707116522
4,388280029,CL184,12,3,1479492693,707116522
4,707116522,DNa10,10,3,1479492693,707116522
5,1479492693,PVLP072,0,3,1479492693,707116522
5,1014344148,AVLP151,16,3,1479492693,707116522
5,1469663014,,39,3,1479492693,707116522
5,707116522,DNa10,14,3,1479492693,707116522
6,1479492693,PVLP072,0,3,1479492693,707116522
6,5813056261,CL361,14,3,1479492693,707116522
6,1593936440,,18,3,1479492693,707116522
6,707116522,DNa10,94,3,1479492693,707116522
0,1479492693,PVLP072,0,3,1479492693,887195902
0,1449486007,AVLP537,21,3,1479492693,887195902
0,1356743512,AVLP223,24,3,1479492693,887195902
0,887195902,DNp13,13,3,1479492693,887195902
1,1479492693,PVLP072,0,3,1479492693,887195902
1,1013982515,AVLP086,21,3,1479492693,887195902
1,1356743512,AVLP223,11,3,1479492693,887195902
1,887195902,DNp13,13,3,1479492693,887195902
2,1479492693,PVLP072,0,3,1479492693,887195902
2,1321564092,AVLP001,17,3,1479492693,887195902
2,1356743512,AVLP223,11,3,1479492693,887195902
2,887195902,DNp13,13,3,1479492693,887195902
3,1479492693,PVLP072,0,3,1479492693,887195902
3,5813057579,AVLP538,18,3,1479492693,887195902
3,1420522486,AVLP551,19,3,1479492693,887195902
3,887195902,DNp13,13,3,1479492693,887195902
4,1479492693,PVLP072,0,3,1479492693,887195902
4,5813054974,AVLP346,14,3,1479492693,887195902
4,947573616,AVLP016,67,3,1479492693,887195902
4,887195902,DNp13,12,3,1479492693,887195902
5,1479492693,PVLP072,0,3,1479492693,887195902
5,5813065148,AVLP346,12,3,1479492693,887195902
5,947573616,AVLP016,53,3,1479492693,887195902
5,887195902,DNp13,12,3,1479492693,887195902
6,1479492693,PVLP072,0,3,1479492693,887195902
6,1169178299,AVLP430,12,3,1479492693,887195902
6,947573616,AVLP016,19,3,1479492693,887195902
6,887195902,DNp13,12,3,1479492693,887195902
7,1479492693,PVLP072,0,3,1479492693,887195902
7,859839499,AVLP532,49,3,1479492693,887195902
7,947573616,AVLP016,10,3,1479492693,887195902
7,887195902,DNp13,12,3,1479492693,887195902
8,1479492693,PVLP072,0,3,1479492693,887195902
8,5813057579,AVLP538,18,3,1479492693,887195902
8,947573616,AVLP016,39,3,1479492693,887195902
8,887195902,DNp13,12,3,1479492693,887195902
9,1479492693,PVLP072,0,3,1479492693,887195902
9,5813056261,CL361,14,3,1479492693,887195902
9,947573616,AVLP016,187,3,1479492693,887195902
9,887195902,DNp13,12,3,1479492693,887195902
10,1479492693,PVLP072,0,3,1479492693,887195902
10,1166186949,PVLP122,64,3,1479492693,887195902
10,947573616,AVLP016,145,3,1479492693,887195902
10,887195902,DNp13,12,3,1479492693,887195902
11,1479492693,PVLP072,0,3,1479492693,887195902
11,517086196,AVLP442,59,3,1479492693,887195902
11,947573616,AVLP016,398,3,1479492693,887195902
11,887195902,DNp13,12,3,1479492693,887195902
12,1479492693,PVLP072,0,3,1479492693,887195902
12,1449486007,AVLP537,21,3,1479492693,887195902
12,5813021533,AVLP053,14,3,1479492693,887195902
12,887195902,DNp13,29,3,1479492693,887195902
13,1479492693,PVLP072,0,3,1479492693,887195902
13,1013982515,AVLP086,21,3,1479492693,887195902
13,5813021533,AVLP053,12,3,1479492693,887195902
13,887195902,DNp13,29,3,1479492693,887195902
14,1479492693,PVLP072,0,3,1479492693,887195902
14,1321564092,AVLP001,17,3,1479492693,887195902
14,5813021533,AVLP053,123,3,1479492693,887195902
14,887195902,DNp13,29,3,1479492693,887195902
15,1479492693,PVLP072,0,3,1479492693,887195902
15,859839499,AVLP532,49,3,1479492693,887195902
15,5813021533,AVLP053,10,3,1479492693,887195902
15,887195902,DNp13,29,3,1479492693,887195902
16,1479492693,PVLP072,0,3,1479492693,887195902
16,1540241926,AVLP500,38,3,1479492693,887195902
16,5813021533,AVLP053,28,3,1479492693,887195902
16,887195902,DNp13,29,3,1479492693,887195902
17,1479492693,PVLP072,0,3,1479492693,887195902
17,1321564092,AVLP001,17,3,1479492693,887195902
17,1041666949,,16,3,1479492693,887195902
17,887195902,DNp13,22,3,1479492693,887195902
18,1479492693,PVLP072,0,3,1479492693,887195902
18,859839499,AVLP532,49,3,1479492693,887195902
18,1041666949,,20,3,1479492693,887195902
18,887195902,DNp13,22,3,1479492693,887195902
19,1479492693,PVLP072,0,3,1479492693,887195902
19,5813057579,AVLP538,18,3,1479492693,887195902
19,1041666949,,31,3,1479492693,887195902
19,887195902,DNp13,22,3,1479492693,887195902
20,1479492693,PVLP072,0,3,1479492693,887195902
20,1014344148,AVLP151,16,3,1479492693,887195902
20,5813057404,WED180,13,3,1479492693,887195902
20,887195902,DNp13,10,3,1479492693,887195902
21,1479492693,PVLP072,0,3,1479492693,887195902
21,1540241926,AVLP500,38,3,1479492693,887195902
21,1545029202,aSP10A,11,3,1479492693,887195902
21,887195902,DNp13,28,3,1479492693,887195902
22,1479492693,PVLP072,0,3,1479492693,887195902
22,1013982515,AVLP086,21,3,1479492693,887195902
22,1570922129,vpoEN,10,3,1479492693,887195902
22,887195902,DNp13,52,3,1479492693,887195902
23,1479492693,PVLP072,0,3,1479492693,887195902
23,447228814,PVLP106,13,3,1479492693,887195902
23,1663017965,WED104,63,3,1479492693,887195902
23,887195902,DNp13,19,3,1479492693,887195902
24,1479492693,PVLP072,0,3,1479492693,887195902
24,5813056261,CL361,14,3,1479492693,887195902
24,1506382974,,43,3,1479492693,887195902
24,887195902,DNp13,14,3,1479492693,887195902
25,1479492693,PVLP072,0,3,1479492693,887195902
25,1166186949,PVLP122,64,3,1479492693,887195902
25,1506382974,,23,3,1479492693,887195902
25,887195902,DNp13,14,3,1479492693,887195902
26,1479492693,PVLP072,0,3,1479492693,887195902
26,1540241926,AVLP500,38,3,1479492693,887195902
26,1199531317,aSP10B,13,3,1479492693,887195902
26,887195902,DNp13,14,3,1479492693,887195902
0,1479492693,PVLP072,0,3,1479492693,944974703
0,5813056261,CL361,14,3,1479492693,944974703
0,1009311804,PS182,10,3,1479492693,944974703
0,944974703,DNb04,20,3,1479492693,944974703
0,1479492693,PVLP072,0,3,1479492693,981000564
0,447228814,PVLP106,13,3,1479492693,981000564
0,915528488,PLP093,16,3,1479492693,981000564
0,981000564,DNp42,23,3,1479492693,981000564
1,1479492693,PVLP072,0,3,1479492693,981000564
1,1014344148,AVLP151,16,3,1479492693,981000564
1,915528488,PLP093,10,3,1479492693,981000564
1,981000564,DNp42,23,3,1479492693,981000564
2,1479492693,PVLP072,0,3,1479492693,981000564
2,5813054974,AVLP346,14,3,1479492693,981000564
2,947573616,AVLP016,67,3,1479492693,981000564
2,981000564,DNp42,12,3,1479492693,981000564
3,1479492693,PVLP072,0,3,1479492693,981000564
3,5813065148,AVLP346,12,3,1479492693,981000564
3,947573616,AVLP016,53,3,1479492693,981000564
3,981000564,DNp42,12,3,1479492693,981000564
4,1479492693,PVLP072,0,3,1479492693,981000564
4,1169178299,AVLP430,12,3,1479492693,981000564
4,947573616,AVLP016,19,3,1479492693,981000564
4,981000564,DNp42,12,3,1479492693,981000564
5,1479492693,PVLP072,0,3,1479492693,981000564
5,859839499,AVLP532,49,3,1479492693,981000564
5,947573616,AVLP016,10,3,1479492693,981000564
5,981000564,DNp42,12,3,1479492693,981000564
6,1479492693,PVLP072,0,3,1479492693,981000564
6,5813057579,AVLP538,18,3,1479492693,981000564
6,947573616,AVLP016,39,3,1479492693,981000564
6,981000564,DNp42,12,3,1479492693,981000564
7,1479492693,PVLP072,0,3,1479492693,981000564
7,5813056261,CL361,14,3,1479492693,981000564
7,947573616,AVLP016,187,3,1479492693,981000564
7,981000564,DNp42,12,3,1479492693,981000564
8,1479492693,PVLP072,0,3,1479492693,981000564
8,1166186949,PVLP122,64,3,1479492693,981000564
8,947573616,AVLP016,145,3,1479492693,981000564
8,981000564,DNp42,12,3,1479492693,981000564
9,1479492693,PVLP072,0,3,1479492693,981000564
9,517086196,AVLP442,59,3,1479492693,981000564
9,947573616,AVLP016,398,3,1479492693,981000564
9,981000564,DNp42,12,3,1479492693,981000564
10,1479492693,PVLP072,0,3,1479492693,981000564
10,1540241926,AVLP500,38,3,1479492693,981000564
10,671574812,AVLP209,16,3,1479492693,981000564
10,981000564,DNp42,22,3,1479492693,981000564
11,1479492693,PVLP072,0,3,1479492693,981000564
11,1321564092,AVLP001,17,3,1479492693,981000564
11,5813070613,AVLP099,69,3,1479492693,981000564
11,981000564,DNp42,13,3,1479492693,981000564
12,1479492693,PVLP072,0,3,1479492693,981000564
12,1169178299,AVLP430,12,3,1479492693,981000564
12,5813070613,AVLP099,12,3,1479492693,981000564
12,981000564,DNp42,13,3,1479492693,981000564
13,1479492693,PVLP072,0,3,1479492693,981000564
13,859839499,AVLP532,49,3,1479492693,981000564
13,5813070613,AVLP099,14,3,1479492693,981000564
13,981000564,DNp42,13,3,1479492693,981000564
14,1479492693,PVLP072,0,3,1479492693,981000564
14,1321564092,AVLP001,17,3,1479492693,981000564
14,1230902952,AVLP099,37,3,1479492693,981000564
14,981000564,DNp42,17,3,1479492693,981000564
15,1479492693,PVLP072,0,3,1479492693,981000564
15,1169178299,AVLP430,12,3,1479492693,981000564
15,1230902952,AVLP099,12,3,1479492693,981000564
15,981000564,DNp42,17,3,1479492693,981000564
16,1479492693,PVLP072,0,3,1479492693,981000564
16,859839499,AVLP532,49,3,1479492693,981000564
16,1230902952,AVLP099,29,3,1479492693,981000564
16,981000564,DNp42,17,3,1479492693,981000564
17,1479492693,PVLP072,0,3,1479492693,981000564
17,1449486007,AVLP537,21,3,1479492693,981000564
17,481657750,AVLP030,26,3,1479492693,981000564
17,981000564,DNp42,11,3,1479492693,981000564
18,1479492693,PVLP072,0,3,1479492693,981000564
18,1321564092,AVLP001,17,3,1479492693,981000564
18,481657750,AVLP030,11,3,1479492693,981000564
18,981000564,DNp42,11,3,1479492693,981000564
19,1479492693,PVLP072,0,3,1479492693,981000564
19,859839499,AVLP532,49,3,1479492693,981000564
19,481657750,AVLP030,41,3,1479492693,981000564
19,981000564,DNp42,11,3,1479492693,981000564
20,1479492693,PVLP072,0,3,1479492693,981000564
20,5813057579,AVLP538,18,3,1479492693,981000564
20,857793013,AVLP251,14,3,1479492693,981000564
20,981000564,DNp42,27,3,1479492693,981000564
21,1479492693,PVLP072,0,3,1479492693,981000564
21,1321564092,AVLP001,17,3,1479492693,981000564
21,5813037826,AVLP098,17,3,1479492693,981000564
21,981000564,DNp42,17,3,1479492693,981000564
22,1479492693,PVLP072,0,3,1479492693,981000564
22,859839499,AVLP532,49,3,1479492693,981000564
22,5813037826,AVLP098,22,3,1479492693,981000564
22,981000564,DNp42,17,3,1479492693,981000564
23,1479492693,PVLP072,0,3,1479492693,981000564
23,859839499,AVLP532,49,3,1479492693,981000564
23,1666751599,AVLP103,59,3,1479492693,981000564
23,981000564,DNp42,11,3,1479492693,981000564
24,1479492693,PVLP072,0,3,1479492693,981000564
24,1540241926,AVLP500,38,3,1479492693,981000564
24,891914014,AVLP036,12,3,1479492693,981000564
24,981000564,DNp42,36,3,1479492693,981000564
25,1479492693,PVLP072,0,3,1479492693,981000564
25,1535082316,PVLP135,12,3,1479492693,981000564
25,1507109459,PVLP074,17,3,1479492693,981000564
25,981000564,DNp42,11,3,1479492693,981000564
26,1479492693,PVLP072,0,3,1479492693,981000564
26,1321564092,AVLP001,17,3,1479492693,981000564
26,1507109459,PVLP074,21,3,1479492693,981000564
26,981000564,DNp42,11,3,1479492693,981000564
27,1479492693,PVLP072,0,3,1479492693,981000564
27,859839499,AVLP532,49,3,1479492693,981000564
27,454002974,CL110,10,3,1479492693,981000564
27,981000564,DNp42,12,3,1479492693,981000564
28,1479492693,PVLP072,0,3,1479492693,981000564
28,859839499,AVLP532,49,3,1479492693,981000564
28,951934183,AVLP437,13,3,1479492693,981000564
28,981000564,DNp42,19,3,1479492693,981000564
0,1479492693,PVLP072,0,3,1479492693,984030630
0,5813057579,AVLP538,18,3,1479492693,984030630
0,1383383062,PVLP015,11,3,1479492693,984030630
0,984030630,DNp34,59,3,1479492693,984030630
1,1479492693,PVLP072,0,3,1479492693,984030630
1,5813057579,AVLP538,18,3,1479492693,984030630
1,736079469,CL062_b,11,3,1479492693,984030630
1,984030630,DNp34,16,3,1479492693,984030630
2,1479492693,PVLP072,0,3,1479492693,984030630
2,1014344148,AVLP151,16,3,1479492693,984030630
2,5813057404,WED180,13,3,1479492693,984030630
2,984030630,DNp34,11,3,1479492693,984030630
0,1479492693,PVLP072,0,3,1479492693,1006984280
0,517086196,AVLP442,59,3,1479492693,1006984280
0,356878521,CL160,16,3,1479492693,1006984280
0,1006984280,DNp31,13,3,1479492693,1006984280
1,1479492693,PVLP072,0,3,1479492693,1006984280
1,517086196,AVLP442,59,3,1479492693,1006984280
1,790417660,CL166,14,3,1479492693,1006984280
1,1006984280,DNp31,15,3,1479492693,1006984280
2,1479492693,PVLP072,0,3,1479492693,1006984280
2,5813056261,CL361,14,3,1479492693,1006984280
2,1009311804,PS182,10,3,1479492693,1006984280
2,1006984280,DNp31,41,3,1479492693,1006984280
0,1479492693,PVLP072,0,3,1479492693,1037393225
0,5813056261,CL361,14,3,1479492693,1037393225
0,1009311804,PS182,10,3,1479492693,1037393225
0,1037393225,DNb04,32,3,1479492693,1037393225
0,1479492693,PVLP072,0,3,1479492693,1038420643
0,517086196,AVLP442,59,3,1479492693,1038420643
0,5813037812,PS181,55,3,1479492693,1038420643
0,1038420643,DNa09,24,3,1479492693,1038420643
0,1479492693,PVLP072,0,2,1479492693,1039335355
0,517086196,AVLP442,59,2,1479492693,1039335355
0,1039335355,DNp49,31,2,1479492693,1039335355
0,1479492693,PVLP072,0,2,1479492693,1040013335
0,517086196,AVLP442,59,2,1479492693,1040013335
0,1040013335,DNp23,23,2,1479492693,1040013335
0,1479492693,PVLP072,0,2,1479492693,1072063538
0,5813056261,CL361,14,2,1479492693,1072063538
0,1072063538,DNp27,23,2,1479492693,1072063538
0,1479492693,PVLP072,0,3,1479492693,1074782432
0,859839499,AVLP532,49,3,1479492693,1074782432
0,5813021583,AVLP210,13,3,1479492693,1074782432
0,1074782432,DNa08,13,3,1479492693,1074782432
1,1479492693,PVLP072,0,3,1479492693,1074782432
1,1321564092,AVLP001,17,3,1479492693,1074782432
1,800233950,AVLP316,11,3,1479492693,1074782432
1,1074782432,DNa08,50,3,1479492693,1074782432
2,1479492693,PVLP072,0,3,1479492693,1074782432
2,1321564092,AVLP001,17,3,1479492693,1074782432
2,675822559,AVLP316,15,3,1479492693,1074782432
2,1074782432,DNa08,36,3,1479492693,1074782432
3,1479492693,PVLP072,0,3,1479492693,1074782432
3,979286788,AVLP312,15,3,1479492693,1074782432
3,666200256,CL025,13,3,1479492693,1074782432
3,1074782432,DNa08,10,3,1479492693,1074782432
0,1479492693,PVLP072,0,3,1479492693,1100404581
0,5813056261,CL361,14,3,1479492693,1100404581
0,1009311804,PS182,10,3,1479492693,1100404581
0,1100404581,DNp07,14,3,1479492693,1100404581
1,1479492693,PVLP072,0,3,1479492693,1100404581
1,447228814,PVLP106,13,3,1479492693,1100404581
1,1375845363,PVLP100,19,3,1479492693,1100404581
1,1100404581,DNp07,14,3,1479492693,1100404581
0,1479492693,PVLP072,0,3,1479492693,1100404634
0,1013982515,AVLP086,21,3,1479492693,1100404634
0,5813054307,WED045,44,3,1479492693,1100404634
0,1100404634,DNp26,11,3,1479492693,1100404634
1,1479492693,PVLP072,0,3,1479492693,1100404634
1,1013982515,AVLP086,21,3,1479492693,1100404634
1,1441331113,AOTU032,14,3,1479492693,1100404634
1,1100404634,DNp26,10,3,1479492693,1100404634
2,1479492693,PVLP072,0,3,1479492693,1100404634
2,517086196,AVLP442,59,3,1479492693,1100404634
2,5813070594,PS112,24,3,1479492693,1100404634
2,1100404634,DNp26,41,3,1479492693,1100404634
3,1479492693,PVLP072,0,3,1479492693,1100404634
3,517086196,AVLP442,59,3,1479492693,1100404634
3,854806485,CL184,11,3,1479492693,1100404634
3,1100404634,DNp26,26,3,1479492693,1100404634
4,1479492693,PVLP072,0,3,1479492693,1100404634
4,517086196,AVLP442,59,3,1479492693,1100404634
4,388280029,CL184,12,3,1479492693,1100404634
4,1100404634,DNp26,13,3,1479492693,1100404634
0,1479492693,PVLP072,0,3,1479492693,1139909038
0,5813057579,AVLP538,18,3,1479492693,1139909038
0,5813079288,PVLP114,20,3,1479492693,1139909038
0,1139909038,DNa03,16,3,1479492693,1139909038
1,1479492693,PVLP072,0,3,1479492693,1139909038
1,5813057579,AVLP538,18,3,1479492693,1139909038
1,5813027235,LAL053,13,3,1479492693,1139909038
1,1139909038,DNa03,86,3,1479492693,1139909038
2,1479492693,PVLP072,0,3,1479492693,1139909038
2,5813057579,AVLP538,18,3,1479492693,1139909038
2,1353043462,OA-VUMa1,21,3,1479492693,1139909038
2,1139909038,DNa03,18,3,1479492693,1139909038
3,1479492693,PVLP072,0,3,1479492693,1139909038
3,5813057579,AVLP538,18,3,1479492693,1139909038
3,1230933109,LAL054,10,3,1479492693,1139909038
3,1139909038,DNa03,10,3,1479492693,1139909038
4,1479492693,PVLP072,0,3,1479492693,1139909038
4,1169178299,AVLP430,12,3,1479492693,1139909038
4,5813027235,LAL053,15,3,1479492693,1139909038
4,1139909038,DNa03,86,3,1479492693,1139909038
5,1479492693,PVLP072,0,3,1479492693,1139909038
5,5813056261,CL361,14,3,1479492693,1139909038
5,5813027235,LAL053,23,3,1479492693,1139909038
5,1139909038,DNa03,86,3,1479492693,1139909038
0,1479492693,PVLP072,0,3,1479492693,1140245595
0,447228814,PVLP106,13,3,1479492693,1140245595
0,1448794542,,51,3,1479492693,1140245595
0,1140245595,DNa02,10,3,1479492693,1140245595
1,1479492693,PVLP072,0,3,1479492693,1140245595
1,5813057579,AVLP538,18,3,1479492693,1140245595
1,1448794542,,19,3,1479492693,1140245595
1,1140245595,DNa02,10,3,1479492693,1140245595
2,1479492693,PVLP072,0,3,1479492693,1140245595
2,5813056261,CL361,14,3,1479492693,1140245595
2,1448794542,,12,3,1479492693,1140245595
2,1140245595,DNa02,10,3,1479492693,1140245595
3,1479492693,PVLP072,0,3,1479492693,1140245595
3,5813057579,AVLP538,18,3,1479492693,1140245595
3,1230933109,LAL054,10,3,1479492693,1140245595
3,1140245595,DNa02,21,3,1479492693,1140245595
4,1479492693,PVLP072,0,3,1479492693,1140245595
4,5813057579,AVLP538,18,3,1479492693,1140245595
4,1221285128,LT82a,13,3,1479492693,1140245595
4,1140245595,DNa02,14,3,1479492693,1140245595
5,1479492693,PVLP072,0,3,1479492693,1140245595
5,1321564092,AVLP001,17,3,1479492693,1140245595
5,1382667382,AVLP301,10,3,1479492693,1140245595
5,1140245595,DNa02,14,3,1479492693,1140245595
6,1479492693,PVLP072,0,3,1479492693,1140245595
6,1169178299,AVLP430,12,3,1479492693,1140245595
6,5813027235,LAL053,15,3,1479492693,1140245595
6,1140245595,DNa02,20,3,1479492693,1140245595
7,1479492693,PVLP072,0,3,1479492693,1140245595
7,5813057579,AVLP538,18,3,1479492693,1140245595
7,5813027235,LAL053,13,3,1479492693,1140245595
7,1140245595,DNa02,20,3,1479492693,1140245595
8,1479492693,PVLP072,0,3,1479492693,1140245595
8,5813056261,CL361,14,3,1479492693,1140245595
8,5813027235,LAL053,23,3,1479492693,1140245595
8,1140245595,DNa02,20,3,1479492693,1140245595
9,1479492693,PVLP072,0,3,1479492693,1140245595
9,517086196,AVLP442,59,3,1479492693,1140245595
9,1228264951,DNp09,19,3,1479492693,1140245595
9,1140245595,DNa02,17,3,1479492693,1140245595
0,1479492693,PVLP072,0,3,1479492693,1170939344
0,5813057579,AVLP538,18,3,1479492693,1170939344
0,1353043462,OA-VUMa1,21,3,1479492693,1170939344
0,1170939344,DNa01,18,3,1479492693,1170939344
0,1479492693,PVLP072,0,3,1479492693,1192848260
0,517086196,AVLP442,59,3,1479492693,1192848260
0,5813037812,PS181,55,3,1479492693,1192848260
0,1192848260,DNa09,27,3,1479492693,1192848260
1,1479492693,PVLP072,0,3,1479492693,1192848260
1,5813057579,AVLP538,18,3,1479492693,1192848260
1,1100357249,CL067,11,3,1479492693,1192848260
1,1192848260,DNa09,15,3,1479492693,1192848260
0,1479492693,PVLP072,0,2,1479492693,1197234751
0,5813057579,AVLP538,18,2,1479492693,1197234751
0,1197234751,DNp23,39,2,1479492693,1197234751
0,1479492693,PVLP072,0,3,1479492693,1222928995
0,517086196,AVLP442,59,3,1479492693,1222928995
0,5813070594,PS112,24,3,1479492693,1222928995
0,1222928995,DNa10,10,3,1479492693,1222928995
1,1479492693,PVLP072,0,3,1479492693,1222928995
1,517086196,AVLP442,59,3,1479492693,1222928995
1,1593936440,,18,3,1479492693,1222928995
1,1222928995,DNa10,39,3,1479492693,1222928995
2,1479492693,PVLP072,0,3,1479492693,1222928995
2,5813056261,CL361,14,3,1479492693,1222928995
2,1593936440,,18,3,1479492693,1222928995
2,1222928995,DNa10,39,3,1479492693,1222928995
0,1479492693,PVLP072,0,2,1479492693,1226887763
0,5813057579,AVLP538,18,2,1479492693,1226887763
0,1226887763,DNp09,12,2,1479492693,1226887763
0,1479492693,PVLP072,0,2,1479492693,1228264951
0,517086196,AVLP442,59,2,1479492693,1228264951
0,1228264951,DNp09,19,2,1479492693,1228264951
0,1479492693,PVLP072,0,3,1479492693,1262014782
0,5813057579,AVLP538,18,3,1479492693,1262014782
0,5813079288,PVLP114,20,3,1479492693,1262014782
0,1262014782,DNa04,19,3,1479492693,1262014782
0,1479492693,PVLP072,0,3,1479492693,1262356170
0,517086196,AVLP442,59,3,1479492693,1262356170
0,5813037812,PS181,55,3,1479492693,1262356170
0,1262356170,DNa05,10,3,1479492693,1262356170
0,1479492693,PVLP072,0,2,1479492693,1281324958
0,1166186949,PVLP122,64,2,1479492693,1281324958
0,1281324958,DNp11,28,2,1479492693,1281324958
0,1479492693,PVLP072,0,3,1479492693,1405231475
0,447228814,PVLP106,13,3,1479492693,1405231475
0,1503733177,PVLP094,27,3,1479492693,1405231475
0,1405231475,DNp04,26,3,1479492693,1405231475
1,1479492693,PVLP072,0,3,1479492693,1405231475
1,889838921,AVLP339,11,3,1479492693,1405231475
1,1691310419,PVLP026,22,3,1479492693,1405231475
1,1405231475,DNp04,18,3,1479492693,1405231475
2,1479492693,PVLP072,0,3,1479492693,1405231475
2,447228814,PVLP106,13,3,1479492693,1405231475
2,1691310419,PVLP026,15,3,1479492693,1405231475
2,1405231475,DNp04,18,3,1479492693,1405231475
3,1479492693,PVLP072,0,3,1479492693,1405231475
3,1013982515,AVLP086,21,3,1479492693,1405231475
3,1691310419,PVLP026,11,3,1479492693,1405231475
3,1405231475,DNp04,18,3,1479492693,1405231475
4,1479492693,PVLP072,0,3,1479492693,1405231475
4,1535086505,PVLP135,14,3,1479492693,1405231475
4,5813027276,AVLP080,122,3,1479492693,1405231475
4,1405231475,DNp04,22,3,1479492693,1405231475
5,1479492693,PVLP072,0,3,1479492693,1405231475
5,889838921,AVLP339,11,3,1479492693,1405231475
5,5813027276,AVLP080,24,3,1479492693,1405231475
5,1405231475,DNp04,22,3,1479492693,1405231475
6,1479492693,PVLP072,0,3,1479492693,1405231475
6,447228814,PVLP106,13,3,1479492693,1405231475
6,5813027276,AVLP080,15,3,1479492693,1405231475
6,1405231475,DNp04,22,3,1479492693,1405231475
7,1479492693,PVLP072,0,3,1479492693,1405231475
7,1535082316,PVLP135,12,3,1479492693,1405231475
7,5813027276,AVLP080,91,3,1479492693,1405231475
7,1405231475,DNp04,22,3,1479492693,1405231475
8,1479492693,PVLP072,0,3,1479492693,1405231475
8,1321564092,AVLP001,17,3,1479492693,1405231475
8,5813027276,AVLP080,10,3,1479492693,1405231475
8,1405231475,DNp04,22,3,1479492693,1405231475
9,1479492693,PVLP072,0,3,1479492693,1405231475
9,1169178299,AVLP430,12,3,1479492693,1405231475
9,5813027276,AVLP080,11,3,1479492693,1405231475
9,1405231475,DNp04,22,3,1479492693,1405231475
10,1479492693,PVLP072,0,3,1479492693,1405231475
10,859839499,AVLP532,49,3,1479492693,1405231475
10,5813027276,AVLP080,28,3,1479492693,1405231475
10,1405231475,DNp04,22,3,1479492693,1405231475
11,1479492693,PVLP072,0,3,1479492693,1405231475
11,5813057579,AVLP538,18,3,1479492693,1405231475
11,5813027276,AVLP080,40,3,1479492693,1405231475
11,1405231475,DNp04,22,3,1479492693,1405231475
12,1479492693,PVLP072,0,3,1479492693,1405231475
12,1540241926,AVLP500,38,3,1479492693,1405231475
12,5813027276,AVLP080,18,3,1479492693,1405231475
12,1405231475,DNp04,22,3,1479492693,1405231475
13,1479492693,PVLP072,0,3,1479492693,1405231475
13,1321564092,AVLP001,17,3,1479492693,1405231475
13,792326206,LHAD1g1,15,3,1479492693,1405231475
13,1405231475,DNp04,27,3,1479492693,1405231475
14,1479492693,PVLP072,0,3,1479492693,1405231475
14,859839499,AVLP532,49,3,1479492693,1405231475
14,792326206,LHAD1g1,21,3,1479492693,1405231475
14,1405231475,DNp04,27,3,1479492693,1405231475
15,1479492693,PVLP072,0,3,1479492693,1405231475
15,447228814,PVLP106,13,3,1479492693,1405231475
15,1411737459,PVLP010,17,3,1479492693,1405231475
15,1405231475,DNp04,13,3,1479492693,1405231475
16,1479492693,PVLP072,0,3,1479492693,1405231475
16,5813057579,AVLP538,18,3,1479492693,1405231475
16,1411737459,PVLP010,11,3,1479492693,1405231475
16,1405231475,DNp04,13,3,1479492693,1405231475
17,1479492693,PVLP072,0,3,1479492693,1405231475
17,517086196,AVLP442,59,3,1479492693,1405231475
17,1411737459,PVLP010,21,3,1479492693,1405231475
17,1405231475,DNp04,13,3,1479492693,1405231475
18,1479492693,PVLP072,0,3,1479492693,1405231475
18,1013982515,AVLP086,21,3,1479492693,1405231475
18,2126866046,WED072,13,3,1479492693,1405231475
18,1405231475,DNp04,11,3,1479492693,1405231475
19,1479492693,PVLP072,0,3,1479492693,1405231475
19,859839499,AVLP532,49,3,1479492693,1405231475
19,1573336031,AVLP085,99,3,1479492693,1405231475
19,1405231475,DNp04,12,3,1479492693,1405231475
20,1479492693,PVLP072,0,3,1479492693,1405231475
20,447228814,PVLP106,13,3,1479492693,1405231475
20,1570565128,PVLP026,96,3,1479492693,1405231475
20,1405231475,DNp04,21,3,1479492693,1405231475
21,1479492693,PVLP072,0,3,1479492693,1405231475
21,447228814,PVLP106,13,3,1479492693,1405231475
21,1375845363,PVLP100,19,3,1479492693,1405231475
21,1405231475,DNp04,44,3,1479492693,1405231475
22,1479492693,PVLP072,0,3,1479492693,1405231475
22,859839499,AVLP532,49,3,1479492693,1405231475
22,1594795610,AVLP542,49,3,1479492693,1405231475
22,1405231475,DNp04,16,3,1479492693,1405231475
23,1479492693,PVLP072,0,3,1479492693,1405231475
23,1535086505,PVLP135,14,3,1479492693,1405231475
23,950880008,AVLP079,50,3,1479492693,1405231475
23,1405231475,DNp04,12,3,1479492693,1405231475
24,1479492693,PVLP072,0,3,1479492693,1405231475
24,889838921,AVLP339,11,3,1479492693,1405231475
24,950880008,AVLP079,112,3,1479492693,1405231475
24,1405231475,DNp04,12,3,1479492693,1405231475
25,1479492693,PVLP072,0,3,1479492693,1405231475
25,5813080260,AVLP153,14,3,1479492693,1405231475
